5761,610,3.97815,10.17325,10.17325,5.52376,5.52376,1,143,57823
5751,620,3.98048,10.18874,10.18874,5.5315,5.5315,1,143,57823
5741,630,3.98281,10.20422,10.20422,5.53924,5.53924,1,143,57823
5731,640,3.98514,10.21971,10.21971,5.54699,5.54699,1,143,57823
5721,650,3.98746,10.2352,10.2352,5.55473,5.55473,1,143,57823
5711,660,3.98979,10.25069,10.25069,5.56247,5.56247,1,143,57823
5701,670,3.99212,10.26617,10.26617,5.57021,5.57021,1,143,57823
5701,670,4.38074,10.75132,10.75132,5.94513,5.94513,1,312,57823
5685.7,685.3,4.39029,10.79897,10.79897,5.98986,5.98986,1,312,57823
5635.7,735.3,4.42128,10.95459,10.95459,6.13609,6.13609,1,312,57823
5600,771,4.4432,11.0656,11.0656,6.24054,6.24054,1,312,57823
5600,771,4.4432,11.06559,11.06559,6.24039,6.24039,1,312,57823
5585.7,785.3,4.45194,11.09179,11.09179,6.25067,6.25067,1,312,57823
5535.7,835.3,4.48228,11.18192,11.18192,6.28608,6.28608,1,312,57823
5485.7,885.3,4.51232,11.26984,11.26984,6.32065,6.32065,1,312,57823
5435.7,935.3,4.54206,11.35563,11.35563,6.35442,6.35442,1,312,57823
5385.7,985.3,4.5715,11.43936,11.43936,6.38742,6.38742,1,312,57823
5335.7,1035.3,4.60067,11.5211,11.5211,6.41967,6.41967,1,312,57823
5285.7,1085.3,4.62956,11.60095,11.60095,6.4512,6.4512,1,312,57823
5235.7,1135.3,4.65819,11.67896,11.67896,6.48204,6.48204,1,312,57823
5185.7,1185.3,4.68656,11.75523,11.75523,6.5122,6.5122,1,312,57823
5135.7,1235.3,4.71469,11.82983,11.82983,6.54173,6.54173,1,312,57823
5085.7,1285.3,4.74259,11.90283,11.90283,6.57064,6.57064,1,312,57823
5035.7,1335.3,4.77025,11.97431,11.97431,6.59897,6.59897,1,312,57823
4985.7,1385.3,4.7977,12.04435,12.04435,6.62674,6.62674,1,312,57823
4935.7,1435.3,4.82493,12.11304,12.11304,6.65398,6.65398,1,312,57823
4885.7,1485.3,4.85196,12.18043,12.18043,6.68071,6.68071,1,312,57823
4835.7,1535.3,4.87881,12.24662,12.24662,6.70696,6.70696,1,312,57823
4785.7,1585.3,4.90547,12.31167,12.31167,6.73276,6.73276,1,312,57823
4735.7,1635.3,4.93195,12.37567,12.37567,6.75813,6.75813,1,312,57823
4685.7,1685.3,4.95827,12.4387,12.4387,6.78311,6.78311,1,312,57823
4635.7,1735.3,4.98443,12.50083,12.50083,6.80771,6.80771,1,312,57823
4585.7,1785.3,5.01045,12.56213,12.56213,6.83197,6.83197,1,312,57823
4535.7,1835.3,5.03633,12.62269,12.62269,6.85592,6.85592,1,312,57823
4485.7,1885.3,5.06208,12.68258,12.68258,6.87957,6.87957,1,312,57823
4435.7,1935.3,5.0877,12.74188,12.74188,6.90296,6.90296,1,312,57823
4385.7,1985.3,5.11322,12.80067,12.80067,6.92611,6.92611,1,312,57823
4335.7,2035.3,5.13863,12.85902,12.85902,6.94906,6.94906,1,312,57823
4285.7,2085.3,5.16395,12.91702,12.91702,6.97182,6.97182,1,312,57823
4235.7,2135.3,5.18919,12.97473,12.97473,6.99442,6.99442,1,312,57823
4185.7,2185.3,5.21434,13.03224,13.03224,7.0169,7.0169,1,312,57823
4135.7,2235.3,5.23944,13.08963,13.08963,7.03927,7.03927,1,312,57823
4085.7,2285.3,5.26447,13.14696,13.14696,7.06157,7.06157,1,312,57823
4035.7,2335.3,5.28945,13.20432,13.20432,7.08382,7.08382,1,312,57823
3985.7,2385.3,5.3144,13.26179,13.26179,7.10605,7.10605,1,312,57823
3935.7,2435.3,5.33931,13.31944,13.31944,7.12828,7.12828,1,312,57823
3885.7,2485.3,5.3642,13.37735,13.37735,7.15055,7.15055,1,312,57823
3835.7,2535.3,5.38908,13.4356,13.4356,7.17287,7.17287,1,312,57823
3785.7,2585.3,5.41395,13.49426,13.49426,7.19529,7.19529,1,312,57823
3780,2591,5.4168,13.501,13.501,7.1979,7.1979,1,312,57823
3735.7,2635.3,5.43883,13.55341,13.55341,7.21781,7.21781,1,312,57823
3730,2641,5.4417,13.5602,13.5602,7.2204,7.2204,1,312,57823
3685.7,2685.3,5.46372,13.61313,13.61313,7.24048,7.24048,1,312,57823
3635.7,2735.3,5.48863,13.6735,13.6735,7.26331,7.26331,1,312,57823
3630,2741,5.49148,13.68042,13.68042,7.26593,7.26593,1,312,57823
3630,2741,5.49148,13.68044,13.68044,7.26597,7.26597,1,312,57823
3585.7,2785.3,5.51358,13.69098,13.69098,7.26563,7.26563,1,312,57823
3535.7,2835.3,5.53856,13.70302,13.70302,7.2652,7.2652,1,312,57823
3485.7,2885.3,5.5636,13.71522,13.71522,7.26471,7.26471,1,312,57823
3480,2891,5.56646,13.71662,13.71662,7.26465,7.26465,1,312,57823
3480,2891,9.90344,8.06479,8.06479,0,0,1,0,57823
3400,2971,10.02942,8.19943,8.19943,0,0,1,0,57823
3300,3071,10.18136,8.36024,8.36024,0,0,1,0,57823
3200,3171,10.32727,8.51302,8.51302,0,0,1,0,57823
3100,3271,10.46729,8.65809,8.65809,0,0,1,0,57823
3000,3371,10.60153,8.79577,8.79577,0,0,1,0,57823
2900,3471,10.73013,8.92636,8.92636,0,0,1,0,57823
2800,3571,10.85322,9.05019,9.05019,0,0,1,0,57823
2700,3671,10.97092,9.16756,9.16756,0,0,1,0,57823
2600,3771,11.08336,9.2788,9.2788,0,0,1,0,57823
2500,3871,11.19067,9.38422,9.38422,0,0,1,0,57823
2400,3971,11.29298,9.48413,9.48413,0,0,1,0,57823
2300,4071,11.39042,9.57885,9.57885,0,0,1,0,57823
2221.5,4149.5,11.46358,9.64977,9.64977,0,0,1,0,57823
2200,4171,11.48311,9.66869,9.66869,0,0,1,0,57823
2100,4271,11.57119,9.75397,9.75397,0,0,1,0,57823
2000,4371,11.65478,9.835,9.835,0,0,1,0,57823
1900,4471,11.73401,9.9121,9.9121,0,0,1,0,57823
1800,4571,11.809,9.98558,9.98558,0,0,1,0,57823
1700,4671,11.87989,10.05576,10.05576,0,0,1,0,57823
1600,4771,11.94681,10.12295,10.12295,0,0,1,0,57823
1500,4871,12.00988,10.18747,10.18747,0,0,1,0,57823
1400,4971,12.06923,10.24963,10.24963,0,0,1,0,57823
1300,5071,12.12499,10.30975,10.30975,0,0,1,0,57823
1221.5,5149.5,12.16633,10.35572,10.35572,0,0,1,0,57823
1221.5,5149.5,12.76361,11.02826,11.02826,3.50431,3.50431,1,84.6,1327.7
1217.1,5153.9,12.76595,11.02994,11.02994,3.50549,3.50549,1,84.6,1327.7
1200,5171,12.77495,11.03642,11.03642,3.51002,3.51002,1,84.6,1327.7
1100,5271,12.82503,11.07249,11.07249,3.53522,3.53522,1,84.6,1327.7
1000,5371,12.87076,11.10541,11.10541,3.55823,3.55823,1,84.6,1327.7
900,5471,12.91213,11.1352,11.1352,3.57905,3.57905,1,84.6,1327.7
800,5571,12.94914,11.16186,11.16186,3.59767,3.59767,1,84.6,1327.7
700,5671,12.98181,11.18537,11.18537,3.61411,3.61411,1,84.6,1327.7
600,5771,13.01011,11.20576,11.20576,3.62835,3.62835,1,84.6,1327.7
500,5871,13.03406,11.223,11.223,3.64041,3.64041,1,84.6,1327.7
400,5971,13.05366,11.23711,11.23711,3.65027,3.65027,1,84.6,1327.7
300,6071,13.0689,11.24809,11.24809,3.65794,3.65794,1,84.6,1327.7
200,6171,13.07979,11.25593,11.25593,3.66342,3.66342,1,84.6,1327.7
100,6271,13.08632,11.26063,11.26063,3.6667,3.6667,1,84.6,1327.7
0,6371,13.0885,11.2622,11.2622,3.6678,3.6678,1,84.6,1327.7
