1719119,11866.66,10042.54,0,57822.5,0,10042.54,0,1
1731879,11857.74,10033.69,0,57822.5,0,10033.69,0,1
1744638,11848.75,10024.78,0,57822.5,0,10024.78,0,1
1757398,11839.7,10015.82,0,57822.5,0,10015.82,0,1
1770158,11830.58,10006.82,0,57822.5,0,10006.82,0,1
1782918,11821.4,9997.75,0,57822.5,0,9997.75,0,1
1795677,11812.15,9988.64,0,57822.5,0,9988.64,0,1
1808437,11802.84,9979.47,0,57822.5,0,9979.47,0,1
1821197,11793.45,9970.25,0,57822.5,0,9970.25,0,1
1833956,11784.01,9960.97,0,57822.5,0,9960.97,0,1
1846716,11774.49,9951.64,0,57822.5,0,9951.64,0,1
1859476,11764.9,9942.25,0,57822.5,0,9942.25,0,1
1872235,11755.25,9932.81,0,57822.5,0,9932.81,0,1
1884995,11745.53,9923.31,0,57822.5,0,9923.31,0,1
1897755,11735.74,9913.75,0,57822.5,0,9913.75,0,1
1910515,11725.88,9904.13,0,57822.5,0,9904.13,0,1
1923274,11715.95,9894.45,0,57822.5,0,9894.45,0,1
1936034,11705.95,9884.71,0,57822.5,0,9884.71,0,1
1948794,11695.89,9874.91,0,57822.5,0,9874.91,0,1
1961553,11685.75,9865.05,0,57822.5,0,9865.05,0,1
1974313,11675.54,9855.13,0,57822.5,0,9855.13,0,1
1987073,11665.26,9845.14,0,57822.5,0,9845.14,0,1
1999832,11654.92,9835.09,0,57822.5,0,9835.09,0,1
2012592,11644.5,9824.98,0,57822.5,0,9824.98,0,1
2025352,11634.01,9814.8,0,57822.5,0,9814.8,0,1
2038112,11623.44,9804.56,0,57822.5,0,9804.56,0,1
2050871,11612.81,9794.25,0,57822.5,0,9794.25,0,1
2063631,11602.1,9783.87,0,57822.5,0,9783.87,0,1
2076391,11591.32,9773.43,0,57822.5,0,9773.43,0,1
2089150,11580.47,9762.92,0,57822.5,0,9762.92,0,1
2101910,11569.55,9752.34,0,57822.5,0,9752.34,0,1
2114670,11558.55,9741.69,0,57822.5,0,9741.69,0,1
2127429,11547.48,9730.97,0,57822.5,0,9730.97,0,1
2140189,11536.34,9720.18,0,57822.5,0,9720.18,0,1
2152949,11525.12,9709.32,0,57822.5,0,9709.32,0,1
2165709,11513.83,9698.39,0,57822.5,0,9698.39,0,1
2178468,11502.46,9687.38,0,57822.5,0,9687.38,0,1
2191228,11491.02,9676.31,0,57822.5,0,9676.31,0,1
2203988,11479.51,9665.15,0,57822.5,0,9665.15,0,1
2216747,11467.91,9653.93,0,57822.5,0,9653.93,0,1
2229507,11456.25,9642.63,0,57822.5,0,9642.63,0,1
2242267,11444.5,9631.25,0,57822.5,0,9631.25,0,1
2255026,11432.69,9619.8,0,57822.5,0,9619.8,0,1
2267786,11420.79,9608.27,0,57822.5,0,9608.27,0,1
2280546,11408.82,9596.66,0,57822.5,0,9596.66,0,1
2293306,11396.77,9584.97,0,57822.5,0,9584.97,0,1
2306065,11384.64,9573.2,0,57822.5,0,9573.2,0,1
2318825,11372.44,9561.36,0,57822.5,0,9561.36,0,1
2331585,11360.16,9549.43,0,57822.5,0,9549.43,0,1
2344344,11347.8,9537.43,0,57822.5,0,9537.43,0,1
2357104,11335.37,9525.34,0,57822.5,0,9525.34,0,1
2369864,11322.85,9513.17,0,57822.5,0,9513.17,0,1
2382623,11310.26,9500.91,0,57822.5,0,9500.91,0,1
2395383,11297.58,9488.57,0,57822.5,0,9488.57,0,1
2408143,11284.83,9476.15,0,57822.5,0,9476.15,0,1
2420903,11272,9463.64,0,57822.5,0,9463.64,0,1
2433662,11259.09,9451.05,0,57822.5,0,9451.05,0,1
2446422,11246.1,9438.37,0,57822.5,0,9438.37,0,1
2459182,11233.03,9425.61,0,57822.5,0,9425.61,0,1
2471941,11219.87,9412.75,0,57822.5,0,9412.75,0,1
2484701,11206.64,9399.81,0,57822.5,0,9399.81,0,1
2497461,11193.33,9386.78,0,57822.5,0,9386.78,0,1
2510220,11179.93,9373.66,0,57822.5,0,9373.66,0,1
2522980,11166.45,9360.45,0,57822.5,0,9360.45,0,1
2535740,11152.89,9347.15,0,57822.5,0,9347.15,0,1
2548500,11139.25,9333.76,0,57822.5,0,9333.76,0,1
2561259,11125.53,9320.27,0,57822.5,0,9320.27,0,1
2574019,11111.72,9306.7,0,57822.5,0,9306.7,0,1
2586779,11097.83,9293.03,0,57822.5,0,9293.03,0,1
2599538,11083.86,9279.26,0,57822.5,0,9279.26,0,1
2612298,11069.8,9265.4,0,57822.5,0,9265.4,0,1
2625058,11055.66,9251.45,0,57822.5,0,9251.45,0,1
2637818,11041.44,9237.4,0,57822.5,0,9237.4,0,1
2650577,11027.13,9223.25,0,57822.5,0,9223.25,0,1
2663337,11012.74,9209,0,57822.5,0,9209,0,1
2676097,10998.26,9194.66,0,57822.5,0,9194.66,0,1
2688856,10983.7,9180.22,0,57822.5,0,9180.22,0,1
2701616,10969.05,9165.68,0,57822.5,0,9165.68,0,1
2714376,10954.32,9151.03,0,57822.5,0,9151.03,0,1
2727135,10939.5,9136.29,0,57822.5,0,9136.29,0,1
2739895,10924.59,9121.45,0,57822.5,0,9121.45,0,1
2752655,10909.6,9106.5,0,57822.5,0,9106.5,0,1
2765415,10894.52,9091.46,0,57822.5,0,9091.46,0,1
2778174,10879.35,9076.3,0,57822.5,0,9076.3,0,1
2790934,10864.1,9061.05,0,57822.5,0,9061.05,0,1
2803694,10848.76,9045.69,0,57822.5,0,9045.69,0,1
2816453,10833.33,9030.23,0,57822.5,0,9030.23,0,1
2829213,10817.81,9014.65,0,57822.5,0,9014.65,0,1
2841973,10802.21,8998.98,0,57822.5,0,8998.98,0,1
2854732,10786.51,8983.19,0,57822.5,0,8983.19,0,1
2867492,10770.73,8967.3,0,57822.5,0,8967.3,0,1
2880252,10754.86,8951.3,0,57822.5,0,8951.3,0,1
2893012,10738.9,8935.19,0,57822.5,0,8935.19,0,1
2905771,10722.85,8918.97,0,57822.5,0,8918.97,0,1
2918531,10706.71,8902.64,0,57822.5,0,8902.64,0,1
2931291,10690.48,8886.2,0,57822.5,0,8886.2,0,1
2944050,10674.16,8869.64,0,57822.5,0,8869.64,0,1
2956810,10657.75,8852.98,0,57822.5,0,8852.98,0,1
2969570,10641.24,8836.2,0,57822.5,0,8836.2,0,1
2982329,10624.65,8819.31,0,57822.5,0,8819.31,0,1
2995089,10607.96,8802.3,0,57822.5,0,8802.3,0,1
3007849,10591.19,8785.18,0,57822.5,0,8785.18,0,1
3020609,10574.32,8767.94,0,57822.5,0,8767.94,0,1
3033368,10557.36,8750.59,0,57822.5,0,8750.59,0,1
3046128,10540.3,8733.12,0,57822.5,0,8733.12,0,1
3058888,10523.16,8715.53,0,57822.5,0,8715.53,0,1
3071647,10505.92,8697.82,0,57822.5,0,8697.82,0,1
3084407,10488.58,8680,0,57822.5,0,8680,0,1
3097167,10471.15,8662.05,0,57822.5,0,8662.05,0,1
3109926,10453.63,8643.99,0,57822.5,0,8643.99,0,1
3122686,10436.02,8625.8,0,57822.5,0,8625.8,0,1
3135446,10418.31,8607.49,0,57822.5,0,8607.49,0,1
3148206,10400.51,8589.06,0,57822.5,0,8589.06,0,1
3160965,10382.61,8570.51,0,57822.5,0,8570.51,0,1
3173725,10364.61,8551.83,0,57822.5,0,8551.83,0,1
3186485,10346.52,8533.03,0,57822.5,0,8533.03,0,1
3199244,10328.34,8514.1,0,57822.5,0,8514.1,0,1
3212004,10310.05,8495.05,0,57822.5,0,8495.05,0,1
3224764,10291.68,8475.87,0,57822.5,0,8475.87,0,1
3237523,10273.2,8456.57,0,57822.5,0,8456.57,0,1
3250283,10254.63,8437.14,0,57822.5,0,8437.14,0,1
3263043,10235.96,8417.58,0,57822.5,0,8417.58,0,1
3275803,10217.2,8397.89,0,57822.5,0,8397.89,0,1
3288562,10198.33,8378.07,0,57822.5,0,8378.07,0,1
3301322,10179.37,8358.12,0,57822.5,0,8358.12,0,1
3314082,10160.31,8338.04,0,57822.5,0,8338.04,0,1
3326841,10141.15,8317.83,0,57822.5,0,8317.83,0,1
3339601,10121.9,8297.49,0,57822.5,0,8297.49,0,1
3352361,10102.54,8277.01,0,57822.5,0,8277.01,0,1
3365120,10083.09,8256.41,0,57822.5,0,8256.41,0,1
3377880,10063.53,8235.66,0,57822.5,0,8235.66,0,1
3390640,10043.88,8214.79,0,57822.5,0,8214.79,0,1
3403400,10024.12,8193.77,0,57822.5,0,8193.77,0,1
3416159,10004.27,8172.62,0,57822.5,0,8172.62,0,1
3428919,9984.32,8151.34,0,57822.5,0,8151.34,0,1
3441679,9964.26,8129.92,0,57822.5,0,8129.92,0,1
3454438,9944.1,8108.36,0,57822.5,0,8108.36,0,1
3467198,9923.84,8086.66,0,57822.5,0,8086.66,0,1
3479958,9903.48,8064.82,0,57822.5,0,8064.82,0,1
3479958.1,5566.45,13716.6,7264.66,57822.5,355,13716.6,7264.66,1
3489335,5561.75,13714.29,7264.75,57822.5,355,13714.29,7264.75,1
3498713,5557.05,13712,7264.85,57822.5,355,13712,7264.85,1
3508091,5552.36,13709.7,7264.94,57822.5,355,13709.7,7264.94,1
3517468,5547.66,13707.42,7265.03,57822.5,355,13707.42,7265.03,1
3526846,5542.97,13705.14,7265.12,57822.5,355,13705.14,7265.12,1
3536224,5538.28,13702.86,7265.21,57822.5,355,13702.86,7265.21,1
3545601,5533.59,13700.59,7265.29,57822.5,355,13700.59,7265.29,1
3554979,5528.9,13698.33,7265.38,57822.5,355,13698.33,7265.38,1
3564357,5524.21,13696.07,7265.46,57822.5,355,13696.07,7265.46,1
3573734,5519.53,13693.82,7265.54,57822.5,355,13693.82,7265.54,1
3583112,5514.85,13691.57,7265.62,57822.5,355,13691.57,7265.62,1
3592489,5510.16,13689.33,7265.69,57822.5,355,13689.33,7265.69,1
3601867,5505.48,13687.09,7265.76,57822.5,355,13687.09,7265.76,1
3611245,5500.81,13684.86,7265.84,57822.5,355,13684.86,7265.84,1
3620622,5496.13,13682.63,7265.91,57822.5,355,13682.63,7265.91,1
3630000,5491.45,13680.41,7265.97,57822.5,355,13680.41,7265.97,1
3630000.1,5491.45,13680.41,7265.97,57822.5,355,13680.41,7265.97,1
3639471,5486.73,13668.9,7261.63,57822.5,355,13668.9,7261.63,1
3648942,5482.01,13657.43,7257.29,57822.5,355,13657.43,7257.29,1
3658413,5477.29,13645.97,7252.97,57822.5,355,13645.97,7252.97,1
3667885,5472.57,13634.54,7248.64,57822.5,355,13634.54,7248.64,1
3677356,5467.85,13623.14,7244.33,57822.5,355,13623.14,7244.33,1
3686827,5463.13,13611.76,7240.01,57822.5,355,13611.76,7240.01,1
3696298,5458.42,13600.4,7235.71,57822.5,355,13600.4,7235.71,1
3705769,5453.7,13589.07,7231.41,57822.5,355,13589.07,7231.41,1
3715240,5448.99,13577.76,7227.12,57822.5,355,13577.76,7227.12,1
3724712,5444.27,13566.47,7222.83,57822.5,355,13566.47,7222.83,1
3734183,5439.56,13555.2,7218.55,57822.5,355,13555.2,7218.55,1
3743654,5434.85,13543.95,7214.27,57822.5,355,13543.95,7214.27,1
3753125,5430.13,13532.72,7210,57822.5,355,13532.72,7210,1
3762596,5425.42,13521.51,7205.73,57822.5,355,13521.51,7205.73,1
3772067,5420.71,13510.32,7201.47,57822.5,355,13510.32,7201.47,1
3781538,5416,13499.14,7197.21,57822.5,355,13499.14,7197.21,1
3791010,5411.29,13487.99,7192.95,57822.5,355,13487.99,7192.95,1
3800481,5406.57,13476.85,7188.7,57822.5,355,13476.85,7188.7,1
3809952,5401.86,13465.73,7184.45,57822.5,355,13465.73,7184.45,1
3819423,5397.15,13454.63,7180.21,57822.5,355,13454.63,7180.21,1
3828894,5392.44,13443.54,7175.97,57822.5,355,13443.54,7175.97,1
3838365,5387.73,13432.46,7171.73,57822.5,355,13432.46,7171.73,1
3847837,5383.02,13421.41,7167.5,57822.5,355,13421.41,7167.5,1
3857308,5378.3,13410.36,7163.27,57822.5,355,13410.36,7163.27,1
3866779,5373.59,13399.33,7159.04,57822.5,355,13399.33,7159.04,1
